drugbank_id,drugname,drug_type,ATC_codes,approved,experimental,illicit,investigational,nutraceutical,withdrawn
DB08249,"3,6,9,12,15-PENTAOXATRICOSAN-1-OL",small molecule,False,False,True,False,False,False,False
DB08250,"(5S)-5-(3-AMINOPROPYL)-3-(2,5-DIFLUOROPHENYL)-N-ETHYL-5-PHENYL-4,5-DIHYDRO-1H-PYRAZOLE-1-CARBOXAMIDE",small molecule,False,False,True,False,False,False,False
DB08251,4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID,small molecule,False,False,True,False,False,False,False
DB08252,2-((4'-HYDROXYNAPHTHYL)-AZO)BENZOIC ACID,small molecule,False,False,True,False,False,False,False
DB08253,NAM NAPTHYLAMINOALANINE,small molecule,False,False,True,False,False,False,False
DB08254,2-Naphthalenesulfonic acid,small molecule,False,False,True,False,False,False,False
DB08255,"(3AR,5R,6S,7R,7AR)-5-(HYDROXYMETHYL)-2-PROPYL-5,6,7,7A-TETRAHYDRO-3AH-PYRANO[3,2-D][1,3]THIAZOLE-6,7-DIOL",small molecule,False,False,True,False,False,False,False
DB08256,N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE,small molecule,False,False,True,False,False,False,False
DB08257,4-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}BUTANOIC ACID,small molecule,False,False,True,False,False,False,False
DB08258,6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID,small molecule,False,False,True,False,False,False,False
DB08259,7-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEPTANOIC ACID,small molecule,False,False,True,False,False,False,False
DB08260,"(1S,2R,3S,4R,5R)-2,3,4-trihydroxy-N-octyl-6-oxa-8-azabicyclo[3.2.1]octane-8-carbothioamide",small molecule,False,False,True,False,False,False,False
DB08261,"2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2,5-dihydroxy-cyclopent-3-enyl ester",small molecule,False,False,True,False,False,False,False
DB08262,"2,6-dicarboxynaphthalene",small molecule,False,False,True,False,False,False,False
DB08263,N-(carboxycarbonyl)-D-phenylalanine,small molecule,False,False,True,False,False,False,False
DB08264,"(1R, 2S)-cis 1,2 dihydroxy-1,2-dihydronaphthalene",small molecule,False,False,True,False,False,False,False
DB08265,"2-(TOLUENE-4-SULFONYL)-2H-BENZO[D][1,2,3]DIAZABORININ-1-OL",small molecule,False,False,True,False,False,False,False
DB08266,"Methyl [(1E,5R)-5-{3-[(2E,4E)-2,5-dimethyl-2,4-octadienoyl]-2,4-dioxo-3,4-dihydro-2H-pyran-6-yl}hexylidene]carbamate",small molecule,False,False,True,False,False,False,False
DB08267,"6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",small molecule,False,False,True,False,False,False,False
DB08268,"6-AMINO-4-[2-(4-METHYLPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",small molecule,False,False,True,False,False,False,False
DB08270,"N-(2-AMINOETHYL)-N~2~-{(1S)-1-[4'-(AMINOSULFONYL)BIPHENYL-4-YL]-2,2,2-TRIFLUOROETHYL}-L-LEUCINAMIDE",small molecule,False,False,True,False,False,False,False
DB08271,N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID,small molecule,False,False,True,False,False,False,False
DB08272,(4S)-4-(2-NAPHTHYLMETHYL)-D-GLUTAMIC ACID,small molecule,False,False,True,False,False,False,False
DB08273,4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION,small molecule,False,False,True,False,False,False,False
DB08274,"6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE",small molecule,False,False,True,False,False,False,False
DB08275,N-DODECANOYL-L-TYROSINE,small molecule,False,False,True,False,False,False,False
DB08276,trifluoro-[hydroxy-[hydroxy-[2-(N-methyl-2-nitro-anilino)ethoxy]phosphoryl]oxy-phosphoryl]oxy-beryllium(1-),small molecule,False,False,True,False,False,False,False
DB08277,"2-(2-CHLORO-4-FLUOROPHENOXY)-2-METHYL-N-[(1R,2S,3S,5S,7S)-5-(METHYLSULFONYL)-2-ADAMANTYL]PROPANAMIDE",small molecule,False,False,True,False,False,False,False
DB08278,"1-(2-cyclopropylethyl)-3-(1,1-dioxo-2H-1,2,4-benzothiadiazin-3-yl)-6-fluoro-4-hydroxy-2(1H)-quinolinone",small molecule,False,False,True,False,False,False,False
DB08279,3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,small molecule,False,False,True,False,False,False,False
DB08280,"(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE",small molecule,False,False,True,False,False,False,False
DB08281,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-bromophenyl)thiocarbamate",small molecule,False,False,True,False,False,False,False
DB08282,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-chlorophenyl)thiocarbamate",small molecule,False,False,True,False,False,False,False
DB08283,"(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL",small molecule,False,False,True,False,False,False,False
DB08284,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-iodophenyl)thiocarbamate",small molecule,False,False,True,False,False,False,False
DB08285,"(2R)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol",small molecule,False,False,True,False,False,False,False
DB08286,1-Naphthoxyacetic acid,small molecule,False,False,True,False,False,False,False
DB08287,"(1R,2R)-N-(2-Aminoethyl)-2-{[(4-methoxyphenyl)sulfonyl]methyl}cyclohexanecarboxamide",small molecule,False,False,True,False,False,False,False
DB08288,CYCLOHEXYL-NORSTATINE,small molecule,False,False,True,False,False,False,False
DB08289,N-(PARA-GLUTARAMIDOPHENYL-ETHYL)-PIPERIDINIUM-N-OXIDE,small molecule,False,False,True,False,False,False,False
DB08291,N-(3-AMINOPROPYL)-2-NITROBENZENAMINE,small molecule,False,False,True,False,False,False,False
DB08292,"(5Z)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE",small molecule,False,False,True,False,False,False,False
DB08293,"(5E)-12-CHLORO-13,15-DIHYDROXY-4,7,8,9-TETRAHYDRO-2-BENZOXACYCLOTRIDECINE-1,10(3H,11H)-DIONE",small molecule,False,False,True,False,False,False,False
DB08294,2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID,small molecule,False,False,True,False,False,False,False
DB08295,4-HYDROXY-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION,small molecule,False,False,True,False,False,False,False
DB08296,5-(PARA-NITROPHENYL PHOSPHONATE)-PENTANOIC ACID,small molecule,False,False,True,False,False,False,False
DB08297,ORTHONITROPHENYL-BETA-D-FUCOPYRANOSIDE,small molecule,False,False,True,False,False,False,False
DB08299,"4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid",small molecule,False,False,True,False,False,False,False
DB08300,"1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",small molecule,False,False,True,False,False,False,False
DB08301,N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE,small molecule,False,False,True,False,False,False,False
DB08302,3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid,small molecule,False,False,True,False,False,False,False
DB08303,"(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide",small molecule,False,False,True,False,False,False,False
DB08304,"(3R)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide",small molecule,False,False,True,False,False,False,False
DB08305,"(3R)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide",small molecule,False,False,True,False,False,False,False
DB08306,3-[(3-Nitrophenyl)sulfamoyl]-2-thiophenecarboxylic acid,small molecule,False,False,True,False,False,False,False
DB08307,"2-{HYDROXY[2-NITRO-4-(TRIFLUOROMETHYL)PHENYL]METHYLENE}CYCLOHEXANE-1,3-DIONE",small molecule,False,False,True,False,False,False,False
DB08308,"SUCCINIC ACID MONO-(13-METHYL-3-OXO-2,3,6,7,8,9,10,11,12,13,14,15,16,17-TETRADECAHYDRO-1H-CYCLOPENTA[A]PHENANTHREN-17-YL) ESTER",small molecule,False,False,True,False,False,False,False
DB08309,3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL,small molecule,False,False,True,False,False,False,False
DB08310,"N-[(2R)-2-{[(2S)-2-(1,3-benzoxazol-2-yl)pyrrolidin-1-yl]carbonyl}hexyl]-N-hydroxyformamide",small molecule,False,False,True,False,False,False,False
DB08312,"6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE",small molecule,False,False,True,False,False,False,False
DB08313,Nocodazole,small molecule,False,False,True,False,False,False,False
DB08314,"(2-AMINO-1,3-OXAZOL-5-YL)-(3-BROMOPHENYL)METHANONE",small molecule,False,False,True,False,False,False,False
DB08315,"2-AMINO-N,N-BIS(PHENYLMETHYL)-1,3-OXAZOLE-5-CARBOXAMIDE",small molecule,False,False,True,False,False,False,False
DB08316,"4-amino-7,7-dimethyl-7,8-dihydroquinazolin-5(6H)-one",small molecule,False,False,True,False,False,False,False
DB08317,"5-methyl-6-phenylquinazoline-2,4-diamine",small molecule,False,False,True,False,False,False,False
DB08318,"6-(2-phenoxyethoxy)-1,3,5-triazine-2,4-diamine",small molecule,False,False,True,False,False,False,False
DB08319,"2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID",small molecule,False,False,True,False,False,False,False
DB08320,"DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE",small molecule,False,False,True,False,False,False,False
DB08321,"(1S,2S,3R,6R)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol",small molecule,False,False,True,False,False,False,False
DB08322,"2-DEOXY-3,4-BIS-O-[3-(4-HYDROXYPHENYL)PROPANOYL]-L-THREO-PENTARIC ACID",small molecule,False,False,True,False,False,False,False
DB08323,3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE,small molecule,False,False,True,False,False,False,False
DB08324,N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE,small molecule,False,False,True,False,False,False,False
DB08325,2-({6-[(3-Chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)ethanol,small molecule,False,False,True,False,False,False,False
DB08326,"2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE",small molecule,False,False,True,False,False,False,False
DB08327,Homogentisic acid,small molecule,False,False,True,False,False,False,False
DB08328,PANTOTHENYL-AMINOETHANOL-11-PIVALIC ACID,small molecule,False,False,True,False,False,False,False
DB08329,Sulthiame,small molecule,True,True,False,False,False,False,False
DB08330,METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,small molecule,False,False,True,False,False,False,False
DB08331,"N-1H-imidazol-2-yl-N'-[4-(1H-imidazol-2-ylamino)phenyl]benzene-1,4-diamine",small molecule,False,False,True,False,False,False,False
DB08332,9-(2-carboxyethyl)-10-methylanthracene endoperoxide,small molecule,False,False,True,False,False,False,False
DB08333,4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,small molecule,False,False,True,False,False,False,False
DB08334,3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,small molecule,False,False,True,False,False,False,False
DB08335,"4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME",small molecule,False,False,True,False,False,False,False
DB08336,"2-Methyl-2-propanyl [(1R)-2-methyl-1-(1,3,4-oxadiazol-2-yl)propyl]carbamate",small molecule,False,False,True,False,False,False,False
DB08337,"2-Methyl-2-propanyl [(1S)-2-methyl-1-(1,3,4-oxadiazol-2-yl)propyl]carbamate",small molecule,False,False,True,False,False,False,False
DB08338,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one",small molecule,False,False,True,False,False,False,False
DB08339,PD-166326,small molecule,False,False,True,False,False,False,False
DB08340,"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE",small molecule,False,False,True,False,False,False,False
DB08341,"4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide",small molecule,False,False,True,False,False,False,False
DB08342,S-palmitoyl-L-cysteine,small molecule,False,False,True,False,False,False,False
DB08344,4-chloro-N-(3-methoxypropyl)-N-[(3S)-1-(2-phenylethyl)piperidin-3-yl]benzamide,small molecule,False,False,True,False,False,False,False
DB08345,"4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",small molecule,False,False,True,False,False,False,False
DB08346,"(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE",small molecule,False,False,True,False,False,False,False
DB08347,4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile,small molecule,False,False,True,False,False,False,False
DB08348,"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",small molecule,False,False,True,False,False,False,False
DB08349,"N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide",small molecule,False,False,True,False,False,False,False
DB08350,"5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE",small molecule,False,False,True,False,False,False,False
DB08351,N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide,small molecule,False,False,True,False,False,False,False
DB08352,"6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine",small molecule,False,False,True,False,False,False,False
DB08353,"2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",small molecule,False,False,True,False,False,False,False
DB08354,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",small molecule,False,False,True,False,False,False,False
DB08355,"1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid",small molecule,False,False,True,False,False,False,False
DB08356,"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol",small molecule,False,False,True,False,False,False,False
DB08357,Diethylene glycol diethyl ether,small molecule,False,False,True,False,False,False,False
DB08358,"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",small molecule,False,False,True,False,False,False,False
DB08359,2-PHENYLAMINO-4-METHYL-5-ACETYL THIAZOLE,small molecule,False,False,True,False,False,False,False
DB08360,"2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",small molecule,False,False,True,False,False,False,False
DB08361,"2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide",small molecule,False,False,True,False,False,False,False
DB08362,"N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE",small molecule,False,False,True,False,False,False,False
DB08363,1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,small molecule,False,False,True,False,False,False,False
DB08364,1-{[(1E)-(3-HYDROXY-2-METHYL-5-{[(TRIHYDROXY-LAMBDA^5^-PHOSPHANYL)OXY]METHYL}PYRIDIN-4-YL)METHYLIDENE]AMINO}UNDECAN-2-ONE,small molecule,False,False,True,False,False,False,False
DB08365,"8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide",small molecule,False,False,True,False,False,False,False
DB08366,"3-({3-[(1S,4aS,6S,7S,9S,9aR)-1,6-dimethyl-2-oxodecahydro-6,9-epoxy-4a,7-methanobenzo[7]annulen-1-yl]propanoyl}amino)-2,4-dihydroxybenzoic acid",small molecule,False,False,True,False,False,False,False
DB08367,(R)-2-(FORMYLOXY)-3-(PHOSPHONOOXY)PROPYL PENTANOATE,small molecule,False,False,True,False,False,False,False
DB08368,"OCTANE-1,3,5,7-TETRACARBOXYLIC ACID",small molecule,False,False,True,False,False,False,False
DB08369,1-(biphenyl-4-ylmethyl)-1H-imidazole,small molecule,False,False,True,False,False,False,False
DB08370,S-(4-BROMOBENZYL)CYSTEINE,small molecule,False,False,True,False,False,False,False
DB08371,p-Benzoyl-L-phenylalanine,small molecule,False,False,True,False,False,False,False
DB08372,1-[2-(4-ETHOXY-3-FLUOROPYRIDIN-2-YL)ETHYL]-3-(5-METHYLPYRIDIN-2-YL)THIOUREA,small molecule,False,False,True,False,False,False,False
DB08373,"4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL",small molecule,False,False,True,False,False,False,False
DB08374,Phenylalanylmethylchloride,small molecule,False,False,True,False,False,False,False
DB08375,"(2R)-2-[(1R)-1-[[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2H-1,3-thiazine-4-carboxylic acid",small molecule,False,False,True,False,False,False,False
DB08376,"(2R)-3-(phosphonooxy)propane-1,2-diyl diheptanoate",small molecule,False,False,True,False,False,False,False
DB08377,N-[4-(4-nitrophenylphospho)butanoyl]-D-alanine,small molecule,False,False,True,False,False,False,False
DB08378,"4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID",small molecule,False,False,True,False,False,False,False
DB08379,6-(4-chloro-2-fluoro-3-phenoxybenzyl)pyridazin-3(2H)-one,small molecule,False,False,True,False,False,False,False
DB08382,Gosogliptin,small molecule,False,False,False,False,True,False,False
DB08383,"4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole",small molecule,False,False,True,False,False,False,False
DB08384,2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline,small molecule,False,False,True,False,False,False,False
DB08385,4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid,small molecule,False,False,True,False,False,False,False
DB08386,2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,small molecule,False,False,True,False,False,False,False
DB08387,Mardepodect,small molecule,False,False,False,False,True,False,False
DB08388,"5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE",small molecule,False,False,True,False,False,False,False
DB08389,"6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE",small molecule,False,False,True,False,False,False,False
DB08390,"(6S)-6-CYCLOPENTYL-6-[2-(3-FLUORO-4-ISOPROPOXYPHENYL)ETHYL]-4-HYDROXY-5,6-DIHYDRO-2H-PYRAN-2-ONE",small molecule,False,False,True,False,False,False,False
DB08391,PQ-10,small molecule,False,False,True,False,False,False,False
DB08392,"2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL",small molecule,False,False,True,False,False,False,False
DB08393,"2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL",small molecule,False,False,True,False,False,False,False
DB08394,PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE,small molecule,False,False,True,False,False,False,False
DB08395,2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE,small molecule,False,False,True,False,False,False,False
DB08396,"4-{[(Z)-(5-oxo-2-phenyl-1,3-oxazol-4(5H)-ylidene)methyl]amino}butanoic acid",small molecule,False,False,True,False,False,False,False
DB08397,6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID,small molecule,False,False,True,False,False,False,False
DB08398,"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",small molecule,False,False,False,False,True,False,False
DB08399,Piceatannol,small molecule,False,False,True,False,False,False,False
DB08400,4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid,small molecule,False,False,True,False,False,False,False
DB08401,(2E)-2-({(2S)-2-CARBOXY-2-[(PHENOXYACETYL)AMINO]ETHOXY}IMINO)PENTANEDIOIC ACID,small molecule,False,False,True,False,False,False,False
DB08402,"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",small molecule,False,False,True,False,False,False,False
DB08403,METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID,small molecule,False,False,True,False,False,False,False
DB08404,"S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE",small molecule,False,False,True,False,False,False,False
DB08405,"S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEPTANETHIOATE",small molecule,False,False,True,False,False,False,False
DB08406,"[N-(2,4-DIAMINOPTERIDIN-6-YL)-METHYL]-DIBENZ[B,F]AZEPINE",small molecule,False,False,True,False,False,False,False
DB08407,Platensimycin,small molecule,False,False,True,False,False,False,False
DB08408,"(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl 2,2-dimethylpropanoate",small molecule,False,False,True,False,False,False,False
DB08409,4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE,small molecule,False,False,True,False,False,False,False
DB08410,PARA-NITROBENZYL GLUTARYL GLYCINIC ACID,small molecule,False,False,True,False,False,False,False
DB08411,N-[4-(4-nitrophenylphospho)butanoyl]-L-alanine,small molecule,False,False,True,False,False,False,False
DB08412,6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID,small molecule,False,False,True,False,False,False,False
DB08413,METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER,small molecule,False,False,True,False,False,False,False
DB08414,PNU-142721,small molecule,False,False,True,False,False,False,False
DB08416,"(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE",small molecule,False,False,True,False,False,False,False
DB08418,"(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate",small molecule,False,False,True,False,False,False,False
DB08419,(1S)-1-(PHENOXYMETHYL)PROPYL METHYLPHOSPHONOCHLORIDOATE,small molecule,False,False,True,False,False,False,False
DB08420,1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID,small molecule,False,False,True,False,False,False,False
